blue_line_key,downstream_route_measure,barrier_type,barrier_ind,watershed_group_code,reviewer_name,review_date,source,notes
356363343,16669,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,16716,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356364690,47306,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356364690,41571,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,47662,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,29243,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,41467,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,28023,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,20066,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,29130,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,20176,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364690,27785,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
356364114,212049,FALLS,f,THOM,SN,2021-01-01,,non-barrier FWA falls on Thompson River
354155148,34041,FALLS,f,FRCN,SN,2021-01-01,,Fish ladder in place around Hells gate falls
354155148,29835,FALLS,f,COWN,SN,2021-01-01,,non-barrier (fish ladder)
354155148,34202,FALLS,f,COWN,SN,2021-01-01,,non-barrier (height 20m is incorrect)
360800595,4872,FALLS,f,COWN,SN,2021-01-01,,non-barrier (fish ladder)
360873822,242072,FALLS,f,BABL,BR,2021-12-31,,Two falls with same ID number. Reference doc places falls at 9U 690318 6068411. Referenc e document for Sockeye point upstream makes no mention of where Sockeye are found in stream. This point should be removed.
360875378,3616,FALLS,f,BULK,NMW;SN,2021-01-01,,FISS falls appears to be an error - no 8m falls visible on Bulkley River at this location
360873822,194306,FALLS,f,BULK,NJO,2021-01-01,,Falls seeems to be an error - no white water or falls at this location
356264650,171,FALLS,f,BULK,NJO,2021-01-01,,Falls seems to an error - no white water at this location
356342228,2700,FALLS,f,LNIC,NJO,2021-01-01,,Does not exist
356252974,0,FALLS,f,HORS,NJO,2021-01-01,,Does not exist
356363343,5922,FALLS,f,HORS,NJO,2021-01-01,,Does not exist
356363343,5999,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,6748,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,6811,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,8621,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,8866,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,9171,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,9247,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,9821,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,10079,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,11262,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,11380,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,11919,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,12216,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,14725,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,14890,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,15224,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,15288,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,15760,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
356363343,15924,FALLS,f,LNIC,SN,2021-01-01,,non-barrier FWA falls on Nicola River (note that these features are also present in CANVEC source)
360800595,4908,FALLS,f,BABL,BR,2021-12-31,,Two falls with same ID number. Reference doc places falls at 9U 690318 6068411. Referenc e document for Sockeye point upstream makes no mention of where Sockeye are found in stream. This point should be removed.
360886269,0,FALLS,f,BABL,BR,2021-12-31,,This point is in the wrong location. Falls reference document 1 says falls is 23 m tall located 3.2 km upstream from mouth (DFO Catalogue of Salmon Streams). Second reference (lakes inventory) notes a 20 ft falls 1 mile and 2 miles downstream from Camsell Lake in approx location of falls 4061560 and 4062768.
360870390,3255,FALLS,f,BABR,BR,2021-12-31,,No falls on record. Inconclusive - only fish records are through RAB database
360864582,11540,FALLS,f,KLUM,BR,2021-12-31,,Falls is located farther north from 430-523000-60300-55200 tributary where salmon point is in HabitatWizard. Chinook point in this tributary references a document that states there are no fish in this stream however.
360887399,34311,FALLS,f,LSKE,BR,2021-12-31,,Reference points for salmon are RAB surveys so can't verify. Falls reference is supposedly Catalogue of Salmon Streams Lower Skeena. There is no mention of a falls in document and document notes salmon distributed throughout system. Remove falls
356355229,0,FALLS,f,MORK,BR,2021-12-31,,Falls reference is a pers comm from DFO. May not be in the correct spot. Chinook point in Everett Ck should be 500 m upstream from mouth. This is the upstream-most place where Chinook were found in the reference study. Study notes rapids with no resting places at the downstream end of the creek.
360504144,148,FALLS,f,MORR,BR,2021-12-31,,"Reference report notes that lower 20 m of stream only is fish-bearing. Coho point should be in side channel of mainstem Nanika at 9U 601391, 598269 (note coordinate is not a typo - consultant only reports northing to 6 digits for some reason"
360882037,22015,FALLS,f,MORR,BR,2021-12-31,,"Falls reference does not show a falls in this location. There is mention of an impassable falls 5 km upstream of Starr Creek confluence, but not downstream. The only other falls mentioned is a 2 m falls located 100 m downstream from stream TH52. TH52 location is not provided, but TH 53 and TH51 are both several kms upstream of Starr Creek confluence. Other references seem to confirm anadromous fish presence upstream of this point, and aerial photos of the mouth of Denys Creek do not show any falls on the Thautil mainstem."
360740192,31,FALLS,f,MSKE,BR,2021-12-31,,Chinook point is correct. 8 m falls should be approx 400 m upstream from mouth on 400-614500
356363034,13,FALLS,f,NARC,BR,2021-12-31,,Same falls number on map twice. Reference document note that The distribution of Chinook is limited to below the 5 meter falls located approximately 200 m upstream from the confluence with Narcosoli Creek. Second reference document seems to be a transferred FISS point and likely inaccurate. Downstream falls point is likely incorrect. Upstream falls point should have no Chinook upstream.
356336020,1201,FALLS,f,USHU,BR,2021-12-31,,reference document notes falls 100 m from road restricting fish passage UTM 11 378200 5599300 as location of 10 m falls. Coho point should also be located here remove upstream point.
360842858,0,FALLS,f,ZYMO,BR,2021-12-31,,Several fish studies indicate that this falls is not a barrier. Note of a 2 m falls that is passable have been mentioned but none that are 15 m high. Change falls height
356353731,1598,FALLS,f,TAKL,BR,2021-12-31,,No falls in reference document. Falls do not exist. Known anadromous river. Falls can be removed.
356363010,23160,FALLS,f,CARR,BR,2021-12-31,,Only 1 of 2 references to falls could be verified. Reference makes no mention of falls in Cariboo River but notes several falls in lower 1/8 mile of Six Mile Creek. Likely meant to be snapped to Six Mile
356363594,10728,FALLS,f,BONP,BR,2021-12-31,,Falls do not exist here - reference document only notes the falls with fishway 2.6 km upstream from mouth.
356363594,3604,FALLS,f,BONP,BR,2021-12-31,,Bonaparte Fishway allows anadromous passage beyond this point
360873822,67,FALLS,f,KISP,BR,2021-12-31,,Reference document for falls only makes mention of Moricetown falls near Moricetown. This falls is an error and can be removed.
360880688,30928,FALLS,f,SUST,BR,2021-12-31,,No falls on record in this location. None visible on satellite imagery. Can be removed.
356364485,67492,GRADIENT,f,LSAL,SN,2021-01-01,imagery,an odd point on Salmon River that looks like a data error
356363411,201296,SUBSURFACEFLOW,f,UCHR,SN,2021-01-01,imagery,"The subsurface flow is a side channel, the Chilcotin merges with the Clusco farther upstream"
356363411,201503,SUBSURFACEFLOW,f,UCHR,SN,2021-01-01,imagery,"The subsurface flow is a side channel, the Chilcotin merges with the Clusco farther upstream"
356570548,178884,FALLS,f,OKAN,SN,2022-11-03,web search,OK falls was a small cascade/rapids which is now mostly gone due to flood control structures
356364550,2437,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,2483,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,2636,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,2724,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,2917,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,2995,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,6619,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,6651,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,9939,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,10014,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,10210,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,10349,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,10471,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,10527,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,11078,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,11213,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,12172,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,12222,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,12647,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,12702,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,144714,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,145308,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,145457,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,145850,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,145959,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,146030,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,146136,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,146419,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,146639,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,146867,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
356364550,148525,FALLS,f,BLAR,SN,2022-11-03,DFO - Investigation of Fall Spawning Chinook (1980),all FWA falls on Blackwater removed as they appear to be unreliable
354154635,7663,FALLS,t,CAMB,SN,2022-11-04,MJ Lough (2000),Elk Falls...blocks the upstream access of all anadromous species
